project_budget,client_rating,num_existing_proposals,freelancer_experience,proposal_quality_score,project_category,client_location,project_duration,freelancer_country,freelancer_rating,previous_jobs_completed,budget_per_proposal,project_category_encoded,client_location_encoded,freelancer_country_encoded,client_rating_category_encoded,experience_level_encoded,experience_quality_interaction,combined_experience_rating,success
37544.0,1.7,15.0,16,3.0,Writing,USA,86.0,Australia,1.8,375,2346.5,5,9,0,1,1,48.0,118.02,0
38044.0,3.3,83.0,7,8.0,Writing,Australia,18.0,Canada,3.3,185,452.9047619047619,5,0,2,2,3,56.0,58.92,0
32752.0,3.2,23.0,1,8.0,Web Development,India,35.0,Nigeria,1.8,304,1364.6666666666667,4,5,4,2,0,8.0,92.22,0
4332.0,4.0,5.0,12,7.0,Web Development,Brazil,48.0,Bangladesh,2.1,63,722.0,4,1,1,0,1,84.0,23.339999999999996,1
25775.0,3.0,56.0,11,5.0,Web Development,Canada,58.0,Philippines,1.9,177,452.1929824561403,4,2,6,2,1,55.0,57.160000000000004,1
15401.0,2.1,30.0,4,8.0,Web Development,Germany,18.0,Philippines,3.6,234,496.80645161290323,4,4,6,2,2,32.0,72.84,0
38713.0,1.7,5.0,12,2.0,Web Development,Canada,46.0,Pakistan,3.1,352,6452.166666666667,4,2,5,1,1,24.0,110.44,0
34648.0,3.5,98.0,5,8.0,Web Development,India,30.0,Nigeria,3.9,249,349.979797979798,4,5,4,2,2,40.0,77.76,1
43133.0,3.9,78.0,14,2.0,Web Development,USA,37.0,Canada,1.9,294,545.9873417721519,4,9,2,0,1,28.0,93.16,0
23418.0,3.3,28.0,10,5.0,Web Development,Canada,40.0,USA,1.0,39,807.5172413793103,4,2,8,2,3,50.0,15.1,0
47194.0,4.0,66.0,3,4.0,Marketing,France,6.0,Philippines,3.7,286,704.3880597014926,2,3,6,0,2,12.0,88.17999999999999,1
20040.0,3.0,74.0,0,1.0,Web Development,Canada,79.0,Nigeria,1.5,258,267.2,4,2,4,2,0,0.0,77.99999999999999,1
12080.0,4.5,2.0,14,5.0,Data Science,India,35.0,Pakistan,2.0,466,4026.6666666666665,0,5,5,0,1,70.0,144.79999999999998,0
38902.0,3.3,27.0,11,7.0,Web Development,France,26.0,Bangladesh,2.2,239,1389.357142857143,4,3,1,2,1,77.0,75.88,0
39078.0,1.5,73.0,8,1.0,Design,UK,30.0,UK,4.0,71,528.081081081081,1,8,7,1,3,8.0,25.3,0
25417.0,2.8,96.0,10,2.0,Web Development,Canada,75.0,Ukraine,3.0,29,262.03092783505156,4,2,9,2,3,20.0,12.899999999999999,0
22818.0,4.4,47.0,4,9.0,Marketing,Australia,24.0,Nigeria,1.7,350,475.375,2,0,4,0,2,36.0,106.88,0
10679.0,4.6,79.0,6,5.0,Writing,India,55.0,Bangladesh,3.4,28,133.4875,5,5,1,0,3,30.0,11.56,0
12751.0,2.1,9.0,7,5.0,Marketing,Singapore,78.0,Ukraine,3.8,453,1275.1,2,6,9,2,3,35.0,139.52,0
46399.0,3.8,32.0,0,2.0,Marketing,Singapore,87.0,Nigeria,2.6,311,1406.030303030303,2,6,4,0,0,0.0,94.34,0
19993.0,1.4,99.0,0,7.0,Writing,Australia,9.0,USA,2.0,449,199.93,5,0,8,1,0,0.0,135.5,1
20966.0,1.1,66.0,2,7.0,Web Development,Singapore,62.0,Canada,3.7,86,312.92537313432837,4,6,2,1,0,14.0,27.880000000000003,1
30706.0,3.2,68.0,7,7.0,Web Development,Australia,18.0,Canada,3.4,107,445.0144927536232,4,0,2,2,3,49.0,35.56,1
45975.0,3.0,11.0,10,5.0,Writing,UK,51.0,Nigeria,1.3,318,3831.25,5,8,4,2,3,50.0,98.91999999999999,1
20124.0,3.0,56.0,0,9.0,Design,Brazil,19.0,Canada,3.7,29,353.05263157894734,1,1,2,2,0,0.0,10.18,0
27064.0,2.4,43.0,13,2.0,Mobile App,USA,69.0,Bangladesh,3.0,308,615.0909090909091,3,9,1,2,1,26.0,97.49999999999999,0
22912.0,1.0,12.0,0,4.0,Data Science,France,82.0,USA,4.0,485,1762.4615384615386,0,3,8,1,0,0.0,147.1,0
28490.0,2.9,23.0,5,5.0,Writing,Australia,33.0,Canada,1.8,45,1187.0833333333333,5,0,2,2,2,25.0,15.72,0
36017.0,1.1,43.0,5,8.0,Web Development,UAE,38.0,UK,2.0,358,818.5681818181819,4,7,7,1,2,40.0,109.69999999999999,1
13656.0,1.4,56.0,2,1.0,Data Science,UAE,13.0,Nigeria,3.2,136,239.57894736842104,0,7,4,1,0,2.0,42.68,0
23564.0,2.3,95.0,9,9.0,Web Development,UAE,49.0,USA,2.9,262,245.45833333333334,4,7,8,2,3,81.0,82.46,0
26211.0,2.7,15.0,11,5.0,Mobile App,Germany,73.0,UK,2.5,62,1638.1875,3,4,7,2,1,55.0,22.9,0
30606.0,2.1,95.0,9,3.0,Mobile App,Singapore,53.0,USA,4.0,430,318.8125,3,6,8,2,3,27.0,133.3,0
17089.0,3.3,99.0,1,4.0,Writing,Australia,1.0,Nigeria,3.3,43,170.89,5,0,4,2,0,4.0,14.52,1
24236.0,1.2,20.0,12,1.0,Data Science,India,12.0,Philippines,3.8,250,1154.095238095238,0,5,6,1,1,12.0,80.12,0
21475.0,1.6,75.0,15,3.0,Marketing,Australia,24.0,USA,1.6,432,282.5657894736842,2,0,8,1,1,45.0,134.74,0
36718.0,3.8,50.0,12,8.0,Data Science,India,1.0,Bangladesh,3.9,334,719.9607843137255,0,5,1,0,1,96.0,105.36,0
7714.0,1.6,20.0,3,2.0,Marketing,UK,68.0,Pakistan,2.8,206,367.3333333333333,2,8,5,1,2,6.0,63.81999999999999,0
31081.0,3.6,59.0,3,5.0,Mobile App,India,7.0,India,1.1,468,518.0166666666667,3,5,3,0,2,15.0,141.74,1
20695.0,1.2,50.0,10,9.0,Web Development,Brazil,69.0,Bangladesh,1.9,445,405.7843137254902,4,1,1,1,3,90.0,137.26,0
45082.0,2.6,20.0,13,5.0,Marketing,UAE,39.0,India,1.1,58,2146.7619047619046,2,7,3,2,1,65.0,21.74,1
27627.0,1.7,5.0,2,5.0,Marketing,Singapore,32.0,Australia,2.8,205,4604.5,2,6,0,1,0,10.0,63.22,0
5641.0,3.0,72.0,18,5.0,Writing,France,49.0,Canada,2.3,458,77.27397260273973,5,3,2,2,1,90.0,143.72,0
29384.0,3.3,64.0,0,6.0,Design,France,31.0,Ukraine,4.9,330,452.0615384615385,1,3,9,2,0,0.0,100.96,0
25385.0,4.7,75.0,4,8.0,Mobile App,Germany,79.0,Philippines,4.5,83,334.0131578947368,3,4,6,0,2,32.0,27.9,0
3208.0,1.2,57.0,16,5.0,Marketing,UK,3.0,India,4.3,12,55.310344827586206,2,8,3,1,1,80.0,10.12,0
18875.0,2.7,77.0,0,7.0,Mobile App,Brazil,47.0,Nigeria,3.0,236,241.98717948717947,3,1,4,2,0,0.0,72.0,1
15588.0,3.8,5.0,18,4.0,Writing,Brazil,15.0,Philippines,4.2,157,2598.0,5,1,6,0,1,72.0,54.18,0
45102.0,2.9,64.0,18,2.0,Web Development,Singapore,51.0,Bangladesh,2.1,103,693.876923076923,4,6,1,2,1,36.0,37.14,0
45546.0,4.2,85.0,3,1.0,Data Science,India,82.0,UK,3.2,358,529.6046511627907,0,5,7,0,2,3.0,109.58,0
10514.0,1.7,33.0,18,6.0,Mobile App,Germany,85.0,Philippines,2.6,339,309.2352941176471,3,4,6,1,1,108.0,108.14,1
3773.0,4.8,55.0,5,9.0,Writing,USA,74.0,Philippines,1.7,364,67.375,5,9,6,0,2,45.0,111.38000000000001,0
47635.0,2.5,74.0,14,5.0,Writing,India,21.0,Australia,1.3,42,635.1333333333333,5,5,0,2,1,70.0,17.32,0
37806.0,2.4,2.0,3,2.0,Writing,Germany,41.0,Ukraine,3.2,178,12602.0,5,4,9,2,2,6.0,55.58,0
31381.0,4.5,41.0,0,1.0,Data Science,Brazil,3.0,Australia,1.4,357,747.1666666666666,0,1,0,0,0,0.0,107.66,0
31986.0,3.3,61.0,16,3.0,Mobile App,UK,1.0,Philippines,3.9,263,515.9032258064516,3,8,6,2,1,48.0,85.25999999999999,0
13041.0,3.1,5.0,10,4.0,Marketing,France,21.0,Australia,4.7,242,2173.5,2,3,0,2,3,40.0,77.47999999999999,1
9212.0,3.9,5.0,16,7.0,Writing,Australia,75.0,Ukraine,1.6,36,1535.3333333333333,5,0,9,0,1,112.0,16.24,0
9668.0,3.3,62.0,0,9.0,Data Science,India,80.0,Canada,2.9,361,153.46031746031747,0,5,2,2,0,0.0,109.46,1
4051.0,1.7,19.0,8,5.0,Web Development,Canada,21.0,UK,4.0,352,202.55,4,2,7,1,3,40.0,109.6,1
12797.0,3.7,20.0,13,5.0,Design,India,75.0,Bangladesh,2.1,345,609.3809523809524,1,5,1,0,1,65.0,108.24,0
44233.0,1.5,1.0,14,7.0,Mobile App,Australia,49.0,Pakistan,4.7,363,22116.5,3,0,5,1,1,98.0,114.97999999999999,0
27628.0,4.2,89.0,0,8.0,Data Science,Brazil,65.0,Philippines,4.6,249,306.97777777777776,0,1,6,0,0,0.0,76.54,1
3332.0,5.0,94.0,1,8.0,Design,Germany,41.0,Philippines,1.4,119,35.07368421052632,1,4,6,0,0,8.0,36.559999999999995,1
28983.0,2.5,89.0,17,1.0,Design,UK,67.0,Pakistan,1.1,191,322.03333333333336,1,8,5,2,1,17.0,62.839999999999996,0
22563.0,2.8,55.0,17,5.0,Data Science,Canada,42.0,Ukraine,4.9,294,402.9107142857143,0,2,9,2,1,85.0,95.26,1
23463.0,1.2,95.0,5,2.0,Marketing,Brazil,69.0,Pakistan,4.8,391,244.40625,2,1,5,1,2,10.0,120.72,0
13922.0,1.1,9.0,19,7.0,Marketing,USA,57.0,Pakistan,2.7,61,1392.2,2,9,5,1,1,133.0,25.080000000000002,0
33420.0,4.7,86.0,7,5.0,Data Science,France,43.0,Canada,1.2,209,384.13793103448273,0,3,2,0,3,35.0,65.28,1
11656.0,1.5,69.0,0,4.0,Data Science,Singapore,12.0,UK,3.5,294,166.5142857142857,0,6,7,1,0,0.0,89.60000000000001,0
11608.0,2.8,22.0,14,1.0,Writing,UK,78.0,Philippines,2.2,397,504.69565217391306,5,8,6,2,1,14.0,124.17999999999999,0
32345.0,4.3,91.0,9,1.0,Web Development,France,64.0,Pakistan,4.7,51,351.57608695652175,4,3,5,0,3,9.0,19.88,1
3300.0,4.6,29.0,3,3.0,Marketing,Canada,51.0,USA,4.2,209,110.0,2,2,8,0,2,9.0,65.28,1
38578.0,3.1,77.0,9,1.0,Writing,India,73.0,UK,3.6,312,494.5897435897436,5,5,7,2,3,9.0,97.74,1
43212.0,3.3,36.0,10,8.0,Design,Germany,60.0,UK,2.1,404,1167.8918918918919,1,4,7,2,3,80.0,125.03999999999999,1
3110.0,3.0,54.0,4,3.0,Design,UAE,71.0,USA,3.8,278,56.54545454545455,1,7,8,2,2,12.0,86.11999999999999,1
12567.0,4.8,95.0,8,2.0,Design,Australia,80.0,Canada,2.2,387,130.90625,1,0,2,0,3,16.0,119.38,0
34372.0,3.4,48.0,4,6.0,Data Science,UK,28.0,India,1.2,201,701.469387755102,0,8,3,2,2,24.0,61.98,0
11228.0,3.2,33.0,10,4.0,Mobile App,Canada,71.0,Australia,3.0,426,330.2352941176471,3,2,0,2,3,40.0,132.0,0
30066.0,1.1,43.0,2,4.0,Writing,UAE,14.0,UK,3.0,138,683.3181818181819,5,7,7,1,0,8.0,43.199999999999996,0
30283.0,1.3,21.0,3,5.0,Mobile App,France,32.0,Ukraine,4.1,339,1376.5,3,3,9,1,2,15.0,104.24000000000001,1
21083.0,3.3,30.0,9,2.0,Web Development,Germany,8.0,Nigeria,4.5,18,680.0967741935484,4,4,4,2,3,18.0,9.899999999999999,1
20738.0,4.7,6.0,6,6.0,Web Development,India,27.0,Ukraine,2.4,320,2962.5714285714284,4,5,9,0,3,36.0,98.76,0
7763.0,4.5,20.0,0,5.0,Writing,India,50.0,Philippines,2.8,94,369.6666666666667,5,5,6,0,0,0.0,29.32,0
2414.0,4.9,15.0,5,9.0,Design,USA,59.0,Bangladesh,2.9,129,150.875,1,9,1,0,2,45.0,41.36,1
24249.0,3.1,19.0,7,4.0,Marketing,Germany,57.0,UK,2.3,104,1212.45,2,4,7,2,3,28.0,34.22,0
19956.0,4.2,42.0,16,5.0,Web Development,Singapore,3.0,Pakistan,4.0,432,464.09302325581393,4,6,5,0,1,80.0,136.0,1
26082.0,4.4,43.0,6,1.0,Mobile App,UAE,27.0,Australia,3.1,196,592.7727272727273,3,7,0,0,3,6.0,61.839999999999996,0
906.0,3.6,46.0,0,2.0,Mobile App,Brazil,46.0,India,4.7,417,19.27659574468085,3,1,3,0,0,0.0,126.97999999999999,0
14189.0,2.4,18.0,8,5.0,Marketing,USA,26.0,Nigeria,3.6,259,746.7894736842105,2,9,4,2,3,40.0,81.54,0
33434.0,2.9,47.0,10,5.0,Data Science,Germany,40.0,Nigeria,1.8,474,696.5416666666666,0,4,4,2,3,50.0,145.92,0
33776.0,4.4,95.0,18,5.0,Design,Canada,86.0,Australia,1.7,38,351.8333333333333,1,2,0,0,1,90.0,17.48,0
36932.0,2.2,78.0,1,4.0,Data Science,Germany,32.0,Ukraine,2.5,304,467.49367088607596,0,4,9,2,0,4.0,92.5,1
20373.0,4.7,68.0,10,3.0,Writing,Singapore,41.0,India,2.4,130,295.2608695652174,5,6,3,0,3,30.0,42.96,0
13550.0,1.9,10.0,2,9.0,Web Development,Germany,2.0,Nigeria,2.6,153,1231.8181818181818,4,4,4,1,0,18.0,47.54,1
1180.0,4.0,78.0,16,1.0,Marketing,UAE,72.0,UK,1.7,40,14.936708860759493,2,7,7,0,1,16.0,17.48,1
19408.0,3.5,28.0,9,6.0,Marketing,Germany,7.0,Australia,4.9,320,669.2413793103449,2,4,0,2,3,54.0,100.66,0
19004.0,4.0,44.0,2,7.0,Marketing,Germany,19.0,Canada,1.6,121,422.31111111111113,2,4,2,0,0,14.0,37.54,0
22144.0,2.7,67.0,2,4.0,Data Science,France,33.0,Philippines,3.6,243,325.6470588235294,0,3,6,2,0,8.0,74.94,0
37625.0,4.7,35.0,6,3.0,Data Science,Brazil,2.0,UK,1.1,244,1045.138888888889,0,1,7,0,3,18.0,75.44,1
1863.0,3.5,47.0,1,8.0,Writing,Australia,67.0,Canada,2.6,143,38.8125,5,0,2,2,0,8.0,44.24,0
42791.0,2.2,86.0,0,9.0,Mobile App,UAE,78.0,Nigeria,2.2,185,491.85057471264366,3,7,4,2,0,0.0,56.38,0
35560.0,3.6,14.0,6,1.0,Mobile App,Australia,15.0,Ukraine,2.5,34,2370.6666666666665,3,0,9,0,3,6.0,13.0,0
2038.0,2.1,43.0,19,9.0,Writing,France,21.0,UK,3.0,210,46.31818181818182,5,3,7,2,1,171.0,69.9,0
36676.0,2.2,66.0,10,7.0,Marketing,USA,78.0,Pakistan,3.4,399,547.4029850746268,2,9,5,2,3,70.0,124.05999999999999,0
42020.0,2.6,95.0,5,1.0,Mobile App,Singapore,59.0,Canada,3.3,32,437.7083333333333,3,6,2,2,2,5.0,12.42,0
26175.0,4.4,73.0,3,7.0,Writing,Brazil,82.0,Pakistan,3.5,158,353.7162162162162,5,1,5,0,2,21.0,49.699999999999996,1
18787.0,3.0,39.0,18,5.0,Mobile App,Singapore,39.0,India,4.4,405,469.675,3,6,3,2,1,90.0,128.66,0
674.0,3.7,85.0,18,7.0,Writing,France,20.0,Bangladesh,4.5,316,7.837209302325581,5,3,1,0,1,126.0,102.0,1
27232.0,3.0,13.0,13,9.0,Mobile App,UAE,1.0,Australia,3.9,363,1945.142857142857,3,7,0,2,1,117.0,114.35999999999999,1
35498.0,3.0,62.0,2,8.0,Marketing,UK,73.0,Philippines,1.3,467,563.4603174603175,2,8,6,2,0,16.0,141.22,0
37555.0,4.8,80.0,3,6.0,Data Science,Brazil,9.0,Bangladesh,4.8,191,463.641975308642,0,1,1,0,2,18.0,60.12,0
12612.0,3.0,84.0,7,2.0,Data Science,Brazil,51.0,Philippines,4.8,453,148.3764705882353,0,1,6,2,3,14.0,139.92000000000002,0
40374.0,4.7,50.0,17,8.0,Marketing,France,38.0,Australia,3.8,162,791.6470588235294,2,3,0,0,1,136.0,55.22,1
10189.0,1.8,78.0,3,4.0,Mobile App,USA,15.0,Canada,3.1,251,128.9746835443038,3,9,2,1,2,12.0,77.44,0
45314.0,1.6,57.0,10,8.0,Marketing,Canada,84.0,Australia,2.0,38,781.2758620689655,2,2,0,1,3,80.0,15.2,0
20055.0,4.4,14.0,15,7.0,Writing,Germany,41.0,UK,4.0,130,1337.0,5,4,7,0,1,105.0,45.1,0
34419.0,3.7,64.0,2,4.0,Data Science,India,47.0,Australia,4.5,95,529.5230769230769,0,5,0,0,0,8.0,30.9,1
8119.0,1.7,87.0,6,8.0,Web Development,India,26.0,Australia,3.7,140,92.26136363636364,4,5,0,1,3,48.0,45.28,0
6533.0,2.1,54.0,1,2.0,Mobile App,Singapore,54.0,India,3.5,495,118.78181818181818,3,6,3,2,0,2.0,150.2,1
41828.0,4.2,75.0,0,9.0,Web Development,Germany,70.0,USA,1.8,269,550.3684210526316,4,4,8,0,0,0.0,81.42,0
5446.0,2.8,9.0,0,6.0,Web Development,Canada,39.0,UK,2.4,168,544.6,4,2,7,2,0,0.0,51.36,1
25118.0,3.7,41.0,5,7.0,Design,UK,17.0,Ukraine,3.9,391,598.047619047619,1,8,9,0,2,35.0,120.36,0
35175.0,2.3,94.0,18,5.0,Web Development,Singapore,70.0,Ukraine,1.1,366,370.2631578947368,4,6,9,2,1,90.0,115.64,0
36758.0,2.5,10.0,6,3.0,Web Development,Brazil,9.0,Ukraine,3.6,274,3341.6363636363635,4,1,9,2,3,18.0,85.44,0
19419.0,5.0,15.0,4,5.0,Marketing,Australia,46.0,India,4.1,364,1213.6875,2,0,3,0,2,20.0,112.04,0
4673.0,2.0,72.0,17,7.0,Design,India,6.0,Ukraine,2.3,397,64.01369863013699,1,5,9,1,1,119.0,125.11999999999999,1
44333.0,3.0,77.0,12,1.0,Design,Singapore,68.0,Nigeria,1.3,458,568.3717948717949,1,6,4,2,1,12.0,141.52,0
26900.0,4.4,18.0,0,9.0,Design,India,16.0,Australia,4.3,433,1415.7894736842106,1,5,0,0,0,0.0,131.62,0
5269.0,2.0,30.0,9,5.0,Writing,France,87.0,Australia,1.6,98,169.96774193548387,5,3,0,1,3,45.0,32.739999999999995,1
38064.0,2.7,72.0,8,3.0,Design,UK,87.0,Philippines,2.5,60,521.4246575342465,1,8,6,2,3,24.0,21.4,1
46314.0,3.5,99.0,16,7.0,Marketing,UK,29.0,India,3.8,419,463.14,2,8,3,2,1,112.0,132.01999999999998,1
14711.0,2.9,52.0,0,8.0,Writing,Australia,41.0,Bangladesh,4.3,322,277.5660377358491,5,0,1,2,0,0.0,98.32,1
23755.0,2.8,89.0,0,3.0,Mobile App,UAE,68.0,USA,4.4,216,263.94444444444446,3,7,8,2,0,0.0,66.56,0
28462.0,2.5,7.0,6,7.0,Writing,UK,62.0,Ukraine,3.1,76,3557.75,5,8,9,2,3,42.0,25.84,0
19856.0,3.3,23.0,3,7.0,Mobile App,Brazil,40.0,Australia,2.9,207,827.3333333333334,3,1,0,2,2,21.0,64.16,0
20806.0,3.5,7.0,11,4.0,Design,France,62.0,Ukraine,4.4,347,2600.75,1,3,9,2,1,44.0,109.16,1
5497.0,3.6,82.0,15,9.0,Design,USA,24.0,UK,3.3,44,66.2289156626506,1,9,7,0,1,135.0,19.02,1
17876.0,1.3,47.0,13,1.0,Mobile App,Singapore,6.0,Australia,3.3,346,372.4166666666667,3,6,0,1,1,13.0,109.02,0
41380.0,3.5,29.0,9,1.0,Data Science,Brazil,40.0,UK,2.7,201,1379.3333333333333,0,1,7,2,3,9.0,64.08,0
38555.0,4.8,57.0,13,5.0,Marketing,Germany,70.0,India,2.5,209,664.7413793103449,2,4,3,0,1,65.0,67.6,0
11078.0,3.0,85.0,6,3.0,Writing,USA,58.0,Bangladesh,2.9,327,128.8139534883721,5,9,1,2,3,18.0,101.05999999999999,0
19124.0,3.9,54.0,3,9.0,Marketing,Brazil,14.0,Bangladesh,2.5,134,347.7090909090909,2,1,1,0,2,27.0,42.099999999999994,1
39694.0,3.2,72.0,1,5.0,Marketing,Germany,78.0,Ukraine,2.4,368,543.7534246575342,2,4,9,2,0,5.0,111.66,0
44867.0,4.4,61.0,17,7.0,Web Development,India,45.0,Philippines,5.0,21,723.6612903225806,4,5,6,0,1,119.0,13.399999999999999,1
889.0,4.7,47.0,15,1.0,Design,India,6.0,India,2.3,357,18.520833333333332,1,5,3,0,1,15.0,112.52,0
34267.0,1.7,3.0,8,2.0,Writing,India,23.0,Philippines,2.0,494,8566.75,5,5,6,1,3,16.0,151.39999999999998,0
46080.0,2.7,36.0,4,5.0,Marketing,Australia,62.0,India,2.4,392,1245.4054054054054,2,0,3,2,2,20.0,119.75999999999999,0
48867.0,2.6,7.0,8,9.0,Writing,France,84.0,Philippines,3.4,59,6108.375,5,3,6,2,3,72.0,21.46,1
2355.0,2.6,0.0,7,5.0,Marketing,Singapore,17.0,Australia,4.6,297,2355.0,2,6,0,2,3,35.0,93.03999999999999,0
41393.0,1.5,91.0,19,5.0,Design,Australia,84.0,Australia,3.0,58,449.92391304347825,1,0,0,1,1,95.0,24.299999999999997,0
14294.0,4.3,69.0,15,9.0,Marketing,UK,70.0,Bangladesh,4.4,423,204.2,2,8,1,0,1,135.0,133.16,1
36031.0,1.1,46.0,19,8.0,Mobile App,UK,28.0,Australia,4.4,230,766.6170212765958,3,8,0,1,1,152.0,76.46000000000001,0
5486.0,3.1,99.0,17,2.0,Design,UK,13.0,Ukraine,4.7,284,54.86,1,8,9,2,1,34.0,92.18,1
32798.0,3.6,74.0,3,7.0,Writing,France,29.0,USA,1.9,182,437.3066666666667,5,3,8,0,2,21.0,56.26,0
1981.0,1.8,4.0,15,1.0,Data Science,Australia,45.0,Bangladesh,2.8,447,396.2,0,0,1,1,1,15.0,139.72,0
4231.0,4.6,49.0,3,9.0,Marketing,Australia,20.0,India,2.5,100,84.62,2,0,3,0,2,27.0,31.9,0
17335.0,4.4,23.0,5,3.0,Mobile App,USA,58.0,Bangladesh,2.5,113,722.2916666666666,3,9,1,0,2,15.0,36.4,1
28298.0,2.9,46.0,2,2.0,Design,Australia,81.0,UK,3.6,367,602.0851063829788,1,0,7,2,0,4.0,112.14,1
26613.0,2.6,17.0,17,4.0,Web Development,Germany,54.0,Bangladesh,2.6,494,1478.5,4,4,1,2,1,68.0,154.33999999999997,1
19977.0,1.9,83.0,14,4.0,Design,UK,64.0,Australia,3.5,41,237.82142857142858,1,8,0,1,1,56.0,17.9,1
17766.0,3.9,27.0,7,3.0,Writing,Australia,52.0,India,2.5,28,634.5,5,0,3,0,3,21.0,11.5,0
21292.0,1.5,76.0,17,2.0,Writing,France,43.0,Ukraine,2.2,475,276.5194805194805,5,3,9,1,1,34.0,148.48,0
20952.0,3.7,4.0,2,5.0,Web Development,Singapore,87.0,UK,2.4,276,4190.4,4,6,7,0,0,10.0,84.36,0
44026.0,4.4,29.0,5,4.0,Mobile App,UK,18.0,UK,4.2,96,1467.5333333333333,3,8,7,0,2,20.0,31.979999999999997,0
49579.0,1.9,0.0,14,5.0,Writing,UAE,84.0,UK,3.4,190,49579.0,5,7,7,1,1,70.0,62.56,0
41834.0,4.5,85.0,11,8.0,Mobile App,Germany,54.0,Ukraine,4.9,378,486.4418604651163,3,4,9,0,1,88.0,118.66,0
12389.0,1.1,81.0,4,2.0,Mobile App,UAE,60.0,Canada,4.3,318,151.08536585365854,3,7,2,1,2,8.0,98.32,0
24835.0,4.7,45.0,6,9.0,Design,UK,71.0,India,2.9,473,539.8913043478261,1,8,3,0,3,54.0,144.86,0
11754.0,1.5,68.0,14,1.0,Mobile App,USA,1.0,UK,2.0,37,170.34782608695653,3,9,7,1,1,14.0,16.1,0
21574.0,3.6,30.0,6,8.0,Marketing,France,37.0,Pakistan,3.7,206,695.9354838709677,2,3,5,0,3,48.0,65.08,1
11942.0,2.0,69.0,12,5.0,Writing,Singapore,49.0,Bangladesh,3.9,193,170.6,5,6,1,1,1,60.0,63.06,1
46789.0,4.3,90.0,2,2.0,Writing,Singapore,35.0,Pakistan,2.9,139,514.1648351648352,5,6,5,0,0,4.0,43.459999999999994,1
37827.0,3.0,55.0,12,8.0,Data Science,UK,67.0,UK,1.9,288,675.4821428571429,0,8,7,2,1,96.0,90.75999999999999,0
16699.0,1.5,88.0,2,5.0,Mobile App,Australia,35.0,Australia,3.2,462,187.62921348314606,3,0,0,1,0,10.0,140.48,0
7791.0,3.3,92.0,1,3.0,Data Science,USA,9.0,UK,3.0,492,83.7741935483871,0,9,7,2,0,3.0,149.1,1
41428.0,2.6,27.0,3,7.0,Design,France,37.0,Bangladesh,4.8,256,1479.5714285714287,1,3,1,2,2,21.0,79.61999999999999,0
612.0,3.0,15.0,16,4.0,Data Science,UK,60.0,Australia,3.5,224,38.25,0,8,0,2,1,64.0,73.4,0
22015.0,4.5,53.0,5,6.0,Mobile App,Australia,56.0,Philippines,2.2,451,407.68518518518516,3,0,6,0,2,30.0,137.67999999999998,0
20081.0,2.6,52.0,10,8.0,Writing,UK,89.0,India,1.9,27,378.8867924528302,5,8,3,2,3,80.0,11.86,1
49192.0,2.2,11.0,5,1.0,Design,USA,12.0,Bangladesh,3.9,189,4099.333333333333,1,9,1,2,2,5.0,59.76,1
27000.0,3.0,19.0,1,2.0,Mobile App,France,71.0,Australia,3.0,244,1350.0,3,3,0,2,0,2.0,74.7,1
32526.0,3.3,81.0,16,8.0,Design,Germany,71.0,Bangladesh,3.4,333,396.6585365853659,1,4,1,2,1,128.0,106.05999999999999,0
17023.0,2.6,33.0,2,7.0,Web Development,UK,4.0,Bangladesh,3.5,372,500.6764705882353,4,8,1,2,0,14.0,113.6,0
1924.0,3.0,52.0,11,9.0,Mobile App,Australia,61.0,Canada,3.4,314,36.301886792452834,3,0,2,2,1,99.0,98.86,0
20052.0,1.7,63.0,13,2.0,Web Development,Canada,45.0,Pakistan,2.4,48,313.3125,4,2,5,1,1,26.0,19.259999999999998,0
11308.0,2.7,22.0,1,8.0,Data Science,Canada,50.0,UK,4.7,300,491.6521739130435,0,2,7,2,0,8.0,92.18,1
39311.0,4.9,26.0,4,6.0,Mobile App,Canada,50.0,Australia,2.9,203,1455.962962962963,3,2,0,0,2,24.0,63.26,0
7489.0,2.2,16.0,9,1.0,Web Development,Australia,74.0,Ukraine,1.1,378,440.52941176470586,4,0,9,2,3,9.0,116.53999999999999,0
24120.0,3.4,47.0,9,4.0,Marketing,USA,48.0,UK,2.4,389,502.5,2,9,7,2,3,36.0,120.35999999999999,0
39529.0,4.1,20.0,8,2.0,Writing,USA,23.0,Nigeria,1.5,114,1882.3333333333333,5,9,4,0,3,16.0,37.199999999999996,1
1387.0,4.0,49.0,12,7.0,Data Science,France,87.0,UK,2.5,19,27.74,0,3,7,0,1,84.0,10.3,1
32302.0,2.3,39.0,9,9.0,Mobile App,India,8.0,Ukraine,3.4,495,807.55,3,5,9,2,3,81.0,152.56,1
19988.0,3.4,94.0,5,6.0,Mobile App,Canada,83.0,Ukraine,1.1,84,210.4,3,2,9,2,2,30.0,27.14,1
30513.0,4.5,2.0,10,4.0,Writing,Singapore,29.0,Philippines,4.5,399,10171.0,5,6,6,0,3,40.0,124.49999999999999,1
49701.0,1.1,16.0,3,5.0,Writing,India,43.0,Bangladesh,3.4,395,2923.5882352941176,5,5,1,1,2,15.0,120.76,0
16902.0,2.7,60.0,13,1.0,Web Development,Brazil,53.0,Pakistan,3.0,252,277.08196721311475,4,1,5,2,1,13.0,80.69999999999999,0
