project_budget,client_rating,num_existing_proposals,freelancer_experience,proposal_quality_score,project_category,client_location,project_duration,freelancer_country,freelancer_rating,previous_jobs_completed,success,budget_per_proposal,client_rating_category,experience_level
10321.0,4.4,13.0,11,6.0,Writing,Canada,10.0,Philippines,2.4,318,1,737.2142857142857,High,Expert
6332.0,4.7,30.0,14,5.0,Data Science,Singapore,4.0,Canada,1.2,16,1,204.25806451612902,High,Expert
13320.0,4.8,49.0,11,4.0,Mobile App,UK,62.0,Philippines,2.7,58,0,266.4,High,Expert
16711.0,3.2,60.0,8,5.0,Web Development,Germany,4.0,USA,3.4,87,0,273.95081967213116,Medium,Senior
40390.0,2.4,40.0,0,4.0,Web Development,Canada,6.0,Pakistan,4.8,222,0,985.1219512195122,Medium,Entry
6342.0,4.8,13.0,2,1.0,Writing,Germany,80.0,USA,,271,0,453.0,High,Entry
1816.0,3.2,4.0,11,3.0,Design,France,72.0,Philippines,3.5,57,0,363.2,Medium,Expert
46468.0,1.3,74.0,19,8.0,Design,France,16.0,Pakistan,2.5,191,1,619.5733333333334,Low,Expert
18008.0,3.6,4.0,12,7.0,Data Science,UK,38.0,Bangladesh,1.5,49,1,3601.6,High,Expert
22505.0,3.4,63.0,5,7.0,Marketing,Canada,49.0,USA,2.8,212,0,351.640625,Medium,Junior
15706.0,4.6,28.0,9,3.0,Marketing,Australia,61.0,Nigeria,3.4,229,0,541.5862068965517,High,Senior
19471.0,3.6,74.0,9,9.0,Mobile App,UAE,65.0,India,3.9,153,1,259.61333333333334,High,Senior
26099.0,2.4,4.0,15,6.0,Design,India,83.0,Philippines,4.3,272,1,5219.8,Medium,Expert
22556.0,4.9,95.0,0,8.0,Design,USA,50.0,USA,2.0,369,0,234.95833333333334,High,Entry
1878.0,4.2,35.0,15,8.0,Design,Singapore,17.0,Ukraine,2.0,45,1,52.166666666666664,High,Expert
2019.0,3.5,78.0,3,3.0,Marketing,USA,28.0,Ukraine,3.3,361,0,25.556962025316455,Medium,Junior
22661.0,2.2,18.0,5,4.0,Web Development,UK,44.0,Nigeria,3.3,382,0,1192.6842105263158,Medium,Junior
41203.0,2.5,63.0,18,6.0,Design,France,12.0,UK,1.9,451,1,643.796875,Medium,Expert
39361.0,3.7,21.0,1,2.0,Marketing,Canada,70.0,Pakistan,3.3,305,0,1789.1363636363637,High,Entry
5855.0,1.3,33.0,17,7.0,Writing,Germany,71.0,Bangladesh,2.4,426,1,172.2058823529412,Low,Expert
9583.0,2.0,55.0,9,2.0,Marketing,UAE,72.0,India,3.6,117,0,171.125,Low,Senior
38842.0,3.9,16.0,3,5.0,Data Science,India,3.0,Pakistan,2.2,175,0,2284.823529411765,High,Junior
20956.0,2.9,75.0,0,4.0,Design,USA,49.0,India,3.4,67,0,275.7368421052632,Medium,Entry
13824.0,,88.0,14,9.0,Mobile App,Brazil,21.0,USA,4.1,250,1,155.32584269662922,,Expert
2757.0,1.6,55.0,9,2.0,Web Development,Canada,8.0,UK,4.9,402,0,49.232142857142854,Low,Senior
27864.0,2.8,16.0,17,7.0,Writing,UK,64.0,Canada,4.6,229,1,1639.0588235294117,Medium,Expert
25472.0,4.1,73.0,15,7.0,Marketing,Germany,59.0,Philippines,3.0,408,1,344.2162162162162,High,Expert
46679.0,,91.0,12,7.0,Data Science,India,30.0,Bangladesh,3.0,199,1,507.3804347826087,,Expert
27154.0,1.0,81.0,14,1.0,Web Development,France,32.0,Nigeria,2.8,145,0,331.1463414634146,Low,Expert
15733.0,3.7,17.0,1,8.0,Writing,UK,75.0,UK,1.1,50,0,874.0555555555555,High,Entry
16387.0,4.9,44.0,19,2.0,Web Development,Germany,20.0,Bangladesh,1.7,401,1,364.15555555555557,High,Expert
29820.0,3.4,95.0,3,5.0,Data Science,India,,USA,1.2,367,0,310.625,Medium,Junior
21308.0,1.5,77.0,0,2.0,Data Science,Germany,25.0,USA,3.8,185,0,273.1794871794872,Low,Entry
30654.0,2.3,55.0,6,5.0,Design,India,60.0,Australia,2.7,319,0,547.3928571428571,Medium,Senior
35273.0,4.5,79.0,10,7.0,Mobile App,France,45.0,Nigeria,1.3,198,1,440.9125,High,Senior
28247.0,1.9,49.0,9,6.0,Design,India,9.0,Australia,3.8,440,1,564.94,Low,Senior
11360.0,3.4,57.0,0,5.0,Marketing,France,51.0,Canada,3.6,144,0,195.86206896551724,Medium,Entry
43338.0,2.6,17.0,10,4.0,Web Development,USA,61.0,Bangladesh,3.9,58,0,2407.6666666666665,Medium,Senior
42656.0,1.8,79.0,9,8.0,Design,Singapore,40.0,Ukraine,3.4,194,1,533.2,Low,Senior
18656.0,4.3,80.0,13,8.0,Data Science,Germany,61.0,Nigeria,1.6,469,1,230.320987654321,High,Expert
20860.0,4.0,6.0,13,1.0,Data Science,Singapore,67.0,India,1.2,142,0,2980.0,High,Expert
18635.0,3.6,75.0,6,2.0,Data Science,USA,80.0,UK,4.3,222,0,245.19736842105263,High,Senior
25851.0,1.9,97.0,10,3.0,Design,UK,76.0,Australia,1.9,99,0,263.7857142857143,Low,Senior
30999.0,1.4,9.0,3,1.0,Marketing,France,15.0,Bangladesh,3.2,25,0,3099.9,Low,Junior
47877.0,3.3,68.0,1,3.0,Marketing,Australia,53.0,Ukraine,2.9,431,0,693.8695652173913,Medium,Entry
24054.0,3.2,84.0,6,8.0,Writing,Brazil,4.0,UK,4.7,13,1,282.98823529411766,Medium,Senior
49631.0,1.8,2.0,18,4.0,Design,USA,23.0,Nigeria,3.2,121,1,16543.666666666668,Low,Expert
20104.0,1.2,82.0,13,7.0,Design,India,27.0,India,3.3,464,1,242.21686746987953,Low,Expert
17423.0,,43.0,18,7.0,Design,Australia,37.0,Philippines,2.3,264,1,395.97727272727275,,Expert
48091.0,5.0,98.0,6,5.0,Design,Germany,77.0,India,4.8,6,0,485.7676767676768,High,Senior
9047.0,4.1,69.0,11,1.0,Data Science,France,43.0,Canada,3.4,493,0,129.24285714285713,High,Expert
44783.0,4.7,13.0,2,4.0,Mobile App,Canada,37.0,UK,,218,0,3198.785714285714,High,Entry
33502.0,1.8,3.0,14,7.0,Design,Germany,85.0,Canada,3.2,219,1,8375.5,Low,Expert
15062.0,4.8,17.0,4,5.0,Design,UK,29.0,UK,2.5,182,0,836.7777777777778,High,Junior
7980.0,1.6,92.0,7,2.0,Mobile App,Brazil,29.0,UK,1.1,395,0,85.80645161290323,Low,Senior
27172.0,3.0,98.0,13,,Design,Australia,49.0,UK,2.7,400,1,274.4646464646465,Medium,Expert
4713.0,4.3,51.0,3,2.0,Mobile App,Brazil,75.0,UK,4.1,456,0,90.63461538461539,High,Junior
10793.0,2.4,37.0,6,8.0,Data Science,Singapore,51.0,Ukraine,3.0,107,1,284.0263157894737,Medium,Senior
34941.0,2.7,79.0,6,2.0,Writing,France,50.0,India,3.6,491,0,436.7625,Medium,Senior
2600.0,1.5,19.0,17,,Design,UK,28.0,Nigeria,3.6,391,1,130.0,Low,Expert
45117.0,1.5,87.0,13,,Writing,Germany,74.0,India,3.7,346,0,512.6931818181819,Low,Expert
28672.0,3.5,98.0,7,1.0,Design,Australia,5.0,USA,2.6,123,0,289.6161616161616,Medium,Senior
20632.0,3.7,43.0,11,8.0,Web Development,UAE,56.0,Ukraine,2.5,169,1,468.90909090909093,High,Expert
18699.0,,50.0,9,3.0,Marketing,UAE,64.0,Canada,1.0,459,0,366.6470588235294,,Senior
37109.0,3.2,18.0,13,4.0,Web Development,USA,89.0,Bangladesh,1.6,420,0,1953.1052631578948,Medium,Expert
43465.0,3.6,67.0,8,4.0,Data Science,UAE,17.0,Bangladesh,4.8,403,0,639.1911764705883,High,Senior
8516.0,,96.0,5,5.0,Writing,Brazil,89.0,UK,4.4,256,0,87.79381443298969,,Junior
40279.0,1.6,65.0,4,3.0,Writing,France,55.0,Pakistan,2.1,8,0,610.2878787878788,Low,Junior
37761.0,4.9,12.0,0,9.0,Mobile App,USA,9.0,Australia,2.6,366,0,2904.6923076923076,High,Entry
32381.0,1.3,61.0,0,4.0,Mobile App,Canada,89.0,Australia,4.8,279,0,522.2741935483871,Low,Entry
17558.0,3.7,60.0,19,4.0,Design,India,68.0,Nigeria,2.0,124,1,287.8360655737705,High,Expert
24972.0,1.7,29.0,16,,Mobile App,Canada,73.0,Bangladesh,3.1,161,1,832.4,Low,Expert
41846.0,3.9,97.0,10,8.0,Mobile App,Canada,79.0,Ukraine,1.1,35,1,427.0,High,Senior
35426.0,3.8,29.0,11,7.0,Writing,USA,16.0,Canada,3.5,3,1,1180.8666666666666,High,Expert
35332.0,1.9,50.0,2,4.0,Web Development,UAE,16.0,Nigeria,4.7,412,0,692.7843137254902,Low,Entry
36521.0,2.1,87.0,5,4.0,Writing,Singapore,13.0,USA,4.5,86,0,415.0113636363636,Medium,Junior
24587.0,3.6,47.0,10,5.0,Mobile App,India,78.0,Philippines,3.0,482,0,512.2291666666666,High,Senior
13328.0,2.6,32.0,12,5.0,Design,USA,86.0,Philippines,3.6,399,1,403.8787878787879,Medium,Expert
31628.0,1.8,73.0,10,1.0,Web Development,USA,85.0,UK,3.3,263,0,427.4054054054054,Low,Senior
1901.0,3.9,81.0,7,8.0,Mobile App,Singapore,73.0,Philippines,1.3,90,0,23.182926829268293,High,Senior
20143.0,1.6,18.0,9,5.0,Mobile App,USA,63.0,Philippines,1.6,294,0,1060.157894736842,Low,Senior
15693.0,4.4,70.0,1,3.0,Marketing,Singapore,41.0,Nigeria,4.9,57,0,221.0281690140845,High,Entry
27353.0,3.1,56.0,13,3.0,Design,Canada,53.0,Pakistan,2.0,139,0,479.87719298245617,Medium,Expert
45364.0,1.4,18.0,15,4.0,Design,Canada,68.0,Bangladesh,2.5,171,0,2387.5789473684213,Low,Expert
20807.0,3.8,87.0,16,7.0,Mobile App,Australia,74.0,Bangladesh,3.0,259,1,236.4431818181818,High,Expert
37482.0,3.1,78.0,10,5.0,Mobile App,India,9.0,Nigeria,4.9,494,1,474.45569620253167,Medium,Senior
20111.0,2.2,40.0,1,1.0,Writing,Germany,51.0,Canada,3.8,24,0,490.5121951219512,Medium,Entry
44291.0,,41.0,4,5.0,Data Science,Germany,48.0,Ukraine,3.5,197,0,1054.547619047619,,Junior
12450.0,2.2,86.0,15,5.0,Design,Brazil,80.0,Australia,3.1,66,1,143.10344827586206,Medium,Expert
11204.0,2.1,51.0,15,6.0,Design,Singapore,49.0,USA,3.8,422,1,215.46153846153845,Medium,Expert
43611.0,1.7,3.0,1,7.0,Marketing,USA,18.0,Philippines,3.7,117,0,10902.75,Low,Entry
12367.0,2.5,3.0,15,5.0,Writing,Singapore,10.0,Canada,4.6,279,1,3091.75,Medium,Expert
3245.0,2.0,4.0,4,2.0,Web Development,Australia,85.0,Australia,3.2,468,0,649.0,Low,Junior
4366.0,3.7,40.0,7,2.0,Marketing,France,54.0,Canada,2.7,5,0,106.48780487804878,High,Senior
32745.0,3.7,86.0,19,4.0,Marketing,Germany,79.0,Pakistan,4.2,96,1,376.37931034482756,High,Expert
45224.0,3.0,60.0,13,1.0,Web Development,Singapore,15.0,Bangladesh,4.2,71,0,741.3770491803278,Medium,Expert
6318.0,4.1,74.0,9,7.0,Web Development,UK,11.0,USA,1.7,416,1,84.24,High,Senior
49361.0,4.4,54.0,1,1.0,Design,UK,40.0,Bangladesh,1.9,431,0,897.4727272727273,High,Entry
30616.0,3.3,74.0,2,3.0,Data Science,France,47.0,Philippines,4.8,450,0,408.2133333333333,Medium,Entry
15993.0,3.5,12.0,17,7.0,Data Science,Singapore,20.0,Bangladesh,2.8,379,1,1230.2307692307693,Medium,Expert
28538.0,2.1,13.0,1,6.0,Writing,India,22.0,Ukraine,3.1,257,0,2038.4285714285713,Medium,Entry
20947.0,4.6,59.0,8,7.0,Web Development,France,48.0,Canada,2.2,37,0,349.1166666666667,High,Senior
30931.0,1.1,71.0,1,5.0,Web Development,UAE,82.0,Nigeria,2.9,295,0,429.59722222222223,Low,Entry
18408.0,2.4,24.0,6,8.0,Mobile App,UAE,16.0,UK,4.0,55,1,736.32,Medium,Senior
29836.0,3.9,81.0,6,6.0,Writing,Australia,5.0,Bangladesh,2.9,102,0,363.8536585365854,High,Senior
41492.0,1.3,43.0,13,4.0,Marketing,Brazil,65.0,Bangladesh,2.3,102,0,943.0,Low,Expert
4525.0,1.7,81.0,4,1.0,Marketing,France,83.0,Nigeria,1.4,215,0,55.18292682926829,Low,Junior
20593.0,3.4,9.0,7,2.0,Writing,USA,74.0,India,4.7,20,0,2059.3,Medium,Senior
6655.0,3.2,70.0,17,6.0,Design,Australia,21.0,Pakistan,4.5,114,1,93.73239436619718,Medium,Expert
47107.0,4.0,49.0,5,4.0,Design,India,61.0,UK,4.2,209,0,942.14,High,Junior
33987.0,4.3,43.0,13,3.0,Writing,Brazil,77.0,India,3.8,290,0,772.4318181818181,High,Expert
48158.0,1.5,13.0,17,7.0,Data Science,France,55.0,Pakistan,3.1,202,1,3439.8571428571427,Low,Expert
21463.0,1.1,14.0,16,7.0,Writing,Germany,24.0,India,4.6,458,1,1430.8666666666666,Low,Expert
21436.0,3.8,15.0,8,2.0,Data Science,Australia,23.0,Australia,4.2,322,0,1339.75,High,Senior
4926.0,2.2,1.0,12,8.0,Design,Canada,87.0,Ukraine,4.3,187,1,2463.0,Medium,Expert
23803.0,3.5,29.0,15,1.0,Writing,Germany,11.0,UK,2.2,150,0,793.4333333333333,Medium,Expert
45780.0,1.6,29.0,9,7.0,Data Science,Brazil,47.0,USA,2.7,448,0,1526.0,Low,Senior
28106.0,2.9,81.0,9,1.0,Mobile App,India,2.0,UK,3.8,190,0,342.7560975609756,Medium,Senior
48332.0,3.0,30.0,3,3.0,Mobile App,Canada,70.0,Australia,2.5,406,0,1559.0967741935483,Medium,Junior
28651.0,3.3,76.0,11,3.0,Writing,Australia,53.0,USA,3.0,213,0,372.09090909090907,Medium,Expert
14267.0,3.1,19.0,7,2.0,Web Development,UK,11.0,Nigeria,3.6,378,0,713.35,Medium,Senior
11808.0,3.0,48.0,14,5.0,Writing,Singapore,15.0,USA,2.8,41,1,240.9795918367347,Medium,Expert
44745.0,2.3,34.0,18,4.0,Design,France,73.0,India,4.2,477,1,1278.4285714285713,Medium,Expert
46171.0,1.3,22.0,14,6.0,Design,Brazil,12.0,Ukraine,1.5,447,1,2007.4347826086957,Low,Expert
25270.0,1.4,96.0,7,2.0,Mobile App,Canada,36.0,Nigeria,3.9,193,0,260.5154639175258,Low,Senior
29072.0,2.7,98.0,7,4.0,Data Science,UAE,23.0,Nigeria,1.6,249,0,293.65656565656565,Medium,Senior
41948.0,2.4,99.0,18,7.0,Mobile App,UAE,27.0,Ukraine,4.8,80,1,419.48,Medium,Expert
2704.0,3.1,60.0,8,1.0,Data Science,USA,88.0,Pakistan,2.3,40,0,44.32786885245902,Medium,Senior
27733.0,2.2,83.0,16,3.0,Writing,India,14.0,Pakistan,4.2,369,0,330.1547619047619,Medium,Expert
22229.0,3.8,54.0,7,1.0,Web Development,India,54.0,Nigeria,3.1,19,0,404.1636363636364,High,Senior
31631.0,4.5,66.0,11,2.0,Design,Canada,27.0,UK,1.4,8,0,472.1044776119403,High,Expert
34370.0,2.2,7.0,14,9.0,Writing,UK,21.0,Canada,3.3,312,1,4296.25,Medium,Expert
38511.0,1.8,39.0,3,5.0,Mobile App,USA,49.0,Pakistan,4.6,123,0,962.775,Low,Junior
39882.0,1.5,58.0,5,4.0,Marketing,Australia,62.0,Ukraine,1.6,202,0,675.9661016949152,Low,Junior
49567.0,3.5,31.0,15,4.0,Marketing,Brazil,77.0,Philippines,2.3,400,0,1548.96875,Medium,Expert
41975.0,2.8,92.0,4,8.0,Writing,UK,72.0,Ukraine,2.8,77,1,451.3440860215054,Medium,Junior
47181.0,1.8,6.0,12,3.0,Web Development,India,44.0,India,2.1,209,0,6740.142857142857,Low,Expert
22107.0,3.6,1.0,14,4.0,Data Science,Brazil,44.0,Nigeria,4.8,17,1,11053.5,High,Expert
25468.0,1.6,84.0,16,2.0,Web Development,UK,61.0,Pakistan,2.5,235,0,299.6235294117647,Low,Expert
33898.0,3.2,5.0,19,6.0,Mobile App,USA,42.0,Bangladesh,3.6,497,1,5649.666666666667,Medium,Expert
12408.0,3.1,91.0,4,9.0,Web Development,Brazil,23.0,UK,1.9,318,1,134.8695652173913,Medium,Junior
26923.0,3.9,35.0,18,4.0,Design,Brazil,73.0,Pakistan,1.9,199,1,747.8611111111111,High,Expert
44115.0,1.2,31.0,6,6.0,Marketing,Brazil,1.0,Australia,1.7,348,0,1378.59375,Low,Senior
9671.0,4.6,44.0,2,4.0,Web Development,Brazil,36.0,India,2.7,455,0,214.9111111111111,High,Entry
13221.0,3.8,41.0,12,2.0,Writing,Singapore,55.0,India,3.1,281,0,314.7857142857143,High,Expert
49929.0,1.9,52.0,13,6.0,Data Science,UK,16.0,USA,1.0,475,0,942.0566037735849,Low,Expert
17116.0,1.7,8.0,15,,Design,Brazil,89.0,Bangladesh,4.3,455,1,1901.7777777777778,Low,Expert
43012.0,,74.0,12,4.0,Design,Australia,18.0,India,3.1,251,0,573.4933333333333,,Expert
38958.0,4.3,86.0,1,7.0,Design,Canada,38.0,Bangladesh,1.6,339,0,447.7931034482759,High,Entry
46669.0,4.4,74.0,13,8.0,Mobile App,USA,67.0,Nigeria,1.3,238,1,622.2533333333333,High,Expert
8159.0,3.1,48.0,19,3.0,Mobile App,UAE,20.0,Ukraine,1.3,455,0,166.51020408163265,Medium,Expert
43869.0,4.4,1.0,6,2.0,Writing,UK,19.0,Ukraine,2.0,461,0,21934.5,High,Senior
12204.0,1.0,66.0,4,5.0,Data Science,UAE,13.0,Canada,3.0,268,0,182.1492537313433,Low,Junior
33293.0,1.1,10.0,13,2.0,Web Development,USA,,Nigeria,4.4,118,0,3026.6363636363635,Low,Expert
48652.0,4.6,49.0,8,5.0,Writing,Germany,78.0,Nigeria,4.6,487,1,973.04,High,Senior
46973.0,4.1,34.0,9,6.0,Mobile App,Australia,30.0,Bangladesh,4.3,400,1,1342.0857142857142,High,Senior
31726.0,2.8,14.0,6,8.0,Writing,Canada,86.0,Philippines,2.3,370,1,2115.0666666666666,Medium,Senior
24352.0,4.0,74.0,13,6.0,Data Science,USA,43.0,Pakistan,2.2,281,1,324.6933333333333,High,Expert
32582.0,4.8,30.0,13,4.0,Writing,Brazil,48.0,Nigeria,4.9,389,1,1051.032258064516,High,Expert
23294.0,4.1,91.0,1,3.0,Marketing,USA,43.0,Pakistan,3.7,336,0,253.19565217391303,High,Entry
41920.0,4.4,61.0,16,2.0,Marketing,France,,Canada,2.2,387,0,676.1290322580645,High,Expert
13879.0,4.0,27.0,19,1.0,Design,Germany,53.0,Pakistan,2.3,344,0,495.67857142857144,High,Expert
7506.0,1.7,95.0,3,2.0,Web Development,Canada,72.0,UK,2.7,6,0,78.1875,Low,Junior
9182.0,4.3,24.0,12,2.0,Mobile App,UK,78.0,UK,3.5,272,0,367.28,High,Expert
34340.0,1.8,83.0,17,5.0,Mobile App,Brazil,34.0,Philippines,4.6,252,1,408.8095238095238,Low,Expert
32930.0,4.6,91.0,2,9.0,Marketing,Canada,77.0,Ukraine,1.8,341,1,357.9347826086956,High,Entry
23591.0,,24.0,18,1.0,Data Science,UAE,74.0,Philippines,1.3,127,0,943.64,,Expert
33483.0,3.7,74.0,4,4.0,Data Science,France,72.0,India,2.6,373,0,446.44,High,Junior
24489.0,3.0,82.0,0,7.0,Data Science,France,71.0,Australia,2.0,91,0,295.04819277108436,Medium,Entry
10415.0,1.4,91.0,8,3.0,Mobile App,India,13.0,Ukraine,3.3,305,0,113.20652173913044,Low,Senior
43052.0,2.2,0.0,7,8.0,Design,Brazil,56.0,Nigeria,3.8,383,1,43052.0,Medium,Senior
19490.0,4.9,58.0,2,3.0,Web Development,Canada,59.0,Philippines,2.2,5,0,330.33898305084745,High,Entry
25234.0,4.8,68.0,1,8.0,Data Science,USA,32.0,USA,3.7,413,1,365.71014492753625,High,Entry
15324.0,2.3,73.0,0,2.0,Mobile App,USA,83.0,Australia,2.4,73,0,207.0810810810811,Medium,Entry
36581.0,5.0,41.0,11,5.0,Design,Germany,79.0,Australia,3.5,497,1,870.9761904761905,High,Expert
11533.0,4.4,33.0,12,4.0,Data Science,Australia,54.0,Bangladesh,3.5,55,1,339.20588235294116,High,Expert
43236.0,3.4,99.0,9,9.0,Data Science,France,2.0,Canada,2.1,294,1,432.36,Medium,Senior
16741.0,1.2,65.0,16,3.0,Web Development,Brazil,37.0,Australia,3.5,397,0,253.65151515151516,Low,Expert
6439.0,4.6,17.0,10,5.0,Marketing,Brazil,83.0,Nigeria,2.5,309,1,357.72222222222223,High,Senior
47964.0,3.2,76.0,4,9.0,Web Development,Brazil,33.0,USA,2.3,237,1,622.9090909090909,Medium,Junior
48062.0,4.5,4.0,8,6.0,Writing,USA,1.0,UK,2.2,489,0,9612.4,High,Senior
35563.0,4.3,19.0,12,2.0,Marketing,Germany,28.0,Philippines,2.4,21,0,1778.15,High,Expert
34964.0,4.3,65.0,19,1.0,Marketing,France,17.0,Nigeria,4.1,440,0,529.7575757575758,High,Expert
11685.0,3.8,74.0,10,1.0,Marketing,USA,57.0,Philippines,2.0,40,0,155.8,High,Senior
27545.0,2.2,61.0,3,7.0,Data Science,UK,70.0,USA,3.7,345,0,444.2741935483871,Medium,Junior
45269.0,2.3,93.0,10,2.0,Writing,Singapore,52.0,Philippines,4.6,265,0,481.5851063829787,Medium,Senior
47618.0,2.2,95.0,8,7.0,Mobile App,Singapore,,Pakistan,2.4,257,0,496.0208333333333,Medium,Senior
19667.0,1.1,31.0,6,1.0,Web Development,Germany,84.0,USA,1.1,450,0,614.59375,Low,Senior
36912.0,3.3,57.0,15,4.0,Marketing,Australia,47.0,USA,1.1,47,0,636.4137931034483,Medium,Expert
22125.0,3.8,49.0,4,4.0,Marketing,France,13.0,UK,1.6,297,0,442.5,High,Junior
39688.0,4.4,37.0,5,5.0,Design,India,76.0,Pakistan,1.4,138,0,1044.421052631579,High,Junior
27576.0,1.6,54.0,18,1.0,Data Science,Canada,30.0,Australia,4.0,201,0,501.3818181818182,Low,Expert
45105.0,3.2,27.0,0,7.0,Data Science,Australia,85.0,Australia,2.2,139,0,1610.892857142857,Medium,Entry
19529.0,,73.0,15,2.0,Writing,UK,66.0,Pakistan,3.6,141,0,263.9054054054054,,Expert
23473.0,1.4,85.0,17,2.0,Web Development,Germany,53.0,Nigeria,1.2,285,0,272.9418604651163,Low,Expert
39621.0,1.2,80.0,12,8.0,Marketing,Canada,,USA,2.2,232,1,489.14814814814815,Low,Expert
147061.0,3.9,21.0,0,9.0,Marketing,France,28.0,UK,1.9,315,0,6684.590909090909,High,Entry
43809.0,1.3,42.0,9,6.0,Writing,Australia,4.0,Ukraine,2.1,460,0,1018.8139534883721,Low,Senior
2432.0,3.9,82.0,6,1.0,Data Science,UAE,42.0,Ukraine,1.8,157,0,29.301204819277107,High,Senior
44754.0,2.0,80.0,4,1.0,Web Development,USA,6.0,Pakistan,3.5,37,0,552.5185185185185,Low,Junior
2257.0,4.5,87.0,12,7.0,Data Science,Singapore,9.0,Pakistan,3.7,74,1,25.647727272727273,High,Expert
31222.0,4.3,35.0,15,8.0,Web Development,Canada,20.0,Ukraine,1.6,320,1,867.2777777777778,High,Expert
38353.0,4.8,95.0,19,3.0,Data Science,Canada,38.0,UK,4.0,474,1,399.5104166666667,High,Expert
38905.0,4.5,51.0,13,9.0,Design,India,68.0,UK,2.0,174,1,748.1730769230769,High,Expert
1616.0,4.7,35.0,10,4.0,Marketing,Brazil,50.0,USA,2.1,38,0,44.888888888888886,High,Senior
44027.0,4.4,27.0,18,4.0,Writing,USA,60.0,Pakistan,4.3,490,1,1572.392857142857,High,Expert
12191.0,3.8,77.0,1,3.0,Web Development,Canada,13.0,Pakistan,4.6,432,0,156.2948717948718,High,Entry
992.0,1.7,57.0,7,8.0,Writing,Australia,42.0,Pakistan,4.3,484,1,17.103448275862068,Low,Senior
28382.0,2.1,35.0,12,9.0,Web Development,UK,68.0,UK,1.6,72,1,788.3888888888889,Medium,Expert
9311.0,1.9,69.0,6,1.0,Web Development,Germany,25.0,Philippines,5.0,57,0,133.0142857142857,Low,Senior
28308.0,3.4,8.0,11,2.0,Marketing,Brazil,31.0,Canada,3.7,495,0,3145.3333333333335,Medium,Expert
24772.0,3.0,20.0,7,1.0,Web Development,Australia,12.0,USA,3.0,362,0,1179.6190476190477,Medium,Senior
28899.0,4.5,63.0,15,4.0,Data Science,USA,64.0,USA,4.8,473,1,451.546875,High,Expert
6974.0,4.8,75.0,17,7.0,Mobile App,Canada,79.0,Nigeria,4.3,88,1,91.76315789473684,High,Expert
27456.0,2.6,60.0,18,7.0,Data Science,France,61.0,Canada,3.8,272,1,450.0983606557377,Medium,Expert
47653.0,3.0,93.0,3,6.0,Mobile App,Canada,53.0,Ukraine,4.4,133,0,506.9468085106383,Medium,Junior
43006.0,4.9,94.0,11,5.0,Marketing,Germany,26.0,Bangladesh,,142,0,452.69473684210527,High,Expert
14479.0,2.1,39.0,15,4.0,Marketing,Germany,61.0,Philippines,3.7,450,1,361.975,Medium,Expert
45023.0,4.2,55.0,16,8.0,Data Science,USA,10.0,UK,1.8,94,1,803.9821428571429,High,Expert
43065.0,,3.0,3,,Mobile App,UK,12.0,UK,5.0,155,1,10766.25,,Junior
28828.0,3.7,30.0,19,1.0,Marketing,Brazil,22.0,Australia,3.4,200,0,929.9354838709677,High,Expert
47875.0,2.0,26.0,8,6.0,Web Development,Germany,53.0,UK,4.3,427,0,1773.148148148148,Low,Senior
13367.0,4.5,57.0,4,2.0,Web Development,UK,21.0,India,2.6,498,0,230.4655172413793,High,Junior
26351.0,3.2,24.0,16,4.0,Mobile App,UK,35.0,Bangladesh,4.0,401,1,1054.04,Medium,Expert
31779.0,1.7,68.0,16,5.0,Mobile App,Australia,71.0,Philippines,2.5,495,1,460.5652173913044,Low,Expert
31027.0,1.9,69.0,1,8.0,Writing,UAE,82.0,UK,3.4,487,0,443.24285714285713,Low,Entry
8366.0,3.0,4.0,1,6.0,Web Development,Germany,27.0,Nigeria,4.1,159,0,1673.2,Medium,Entry
15949.0,,90.0,6,2.0,Data Science,UAE,60.0,USA,1.5,210,0,175.26373626373626,,Senior
11185.0,4.1,7.0,3,5.0,Writing,Australia,47.0,UK,2.4,452,0,1398.125,High,Junior
24044.0,3.0,8.0,12,5.0,Mobile App,Canada,66.0,Philippines,3.2,171,0,2671.5555555555557,Medium,Expert
5951.0,2.4,14.0,19,6.0,Marketing,France,15.0,India,2.3,69,1,396.73333333333335,Medium,Expert
22142.0,,99.0,10,1.0,Data Science,France,24.0,USA,2.2,318,0,221.42,,Senior
41816.0,4.0,6.0,2,8.0,Design,UK,84.0,Australia,2.1,459,0,5973.714285714285,High,Entry
40454.0,4.1,173.0,1,3.0,Design,USA,10.0,Ukraine,1.9,313,0,232.49425287356323,High,Entry
39370.0,2.3,71.0,15,5.0,Marketing,UAE,88.0,India,4.4,430,1,546.8055555555555,Medium,Expert
31530.0,3.9,14.0,2,7.0,Design,Canada,24.0,UK,4.7,381,1,2102.0,High,Entry
31373.0,3.6,36.0,14,3.0,Marketing,Germany,88.0,Nigeria,3.8,489,0,847.918918918919,High,Expert
1119.0,4.8,82.0,16,6.0,Data Science,France,57.0,USA,1.1,144,1,13.481927710843374,High,Expert
34150.0,4.7,38.0,15,5.0,Marketing,UAE,34.0,USA,4.1,166,1,875.6410256410256,High,Expert
25872.0,4.2,5.0,19,7.0,Mobile App,Germany,41.0,Bangladesh,3.1,442,1,4312.0,High,Expert
4142.0,3.9,82.0,6,3.0,Data Science,France,40.0,India,4.0,390,0,49.903614457831324,High,Senior
