project_budget,client_rating,num_existing_proposals,freelancer_experience,proposal_quality_score,project_category,client_location,project_duration,freelancer_country,freelancer_rating,previous_jobs_completed,budget_per_proposal,project_category_encoded,client_location_encoded,freelancer_country_encoded,client_rating_category_encoded,experience_level_encoded,experience_quality_interaction,combined_experience_rating
18699.0,4.1,50.0,9,3.0,Marketing,Canada,70.0,Canada,3.1,101,366.6470588235294,2,2,2,0,3,27.0,34.239999999999995
37109.0,3.2,18.0,13,4.0,Mobile App,Singapore,84.0,Nigeria,5.0,428,1953.1052631578948,3,6,4,2,1,52.0,134.3
43465.0,3.6,67.0,8,4.0,Data Science,Germany,19.0,Australia,4.5,372,639.1911764705883,0,4,0,0,3,32.0,115.8
8516.0,1.1,96.0,5,5.0,Marketing,USA,80.0,Pakistan,2.2,469,87.79381443298969,2,9,5,1,2,25.0,143.07999999999998
40279.0,1.6,65.0,4,3.0,Data Science,Canada,4.0,USA,2.5,339,610.2878787878788,0,2,8,1,2,12.0,103.9
37761.0,4.9,12.0,0,9.0,Marketing,USA,82.0,Bangladesh,2.6,251,2904.6923076923076,2,9,1,0,0,0.0,76.34
32381.0,1.3,61.0,0,4.0,Design,Canada,5.0,Bangladesh,3.9,266,522.2741935483871,1,2,1,1,0,0.0,81.36
17558.0,3.7,60.0,19,4.0,Marketing,UK,54.0,Canada,2.4,306,287.8360655737705,2,8,2,0,1,76.0,98.46
24972.0,1.7,29.0,16,6.0,Writing,India,70.0,Australia,1.6,58,832.4,5,5,0,1,1,96.0,22.839999999999996
41846.0,3.9,97.0,10,8.0,Mobile App,Canada,57.0,India,4.0,339,427.0,3,2,3,0,3,80.0,106.3
35426.0,3.8,29.0,11,7.0,Design,France,78.0,USA,2.8,104,1180.8666666666666,1,3,8,0,1,77.0,35.62
35332.0,1.9,50.0,2,4.0,Marketing,UAE,52.0,Australia,1.3,268,692.7843137254902,2,7,0,1,0,8.0,81.52
36521.0,2.1,87.0,5,4.0,Mobile App,France,18.0,India,4.2,46,415.0113636363636,3,3,3,2,2,20.0,16.98
24587.0,3.6,47.0,10,5.0,Writing,UK,46.0,Australia,3.3,87,512.2291666666666,5,8,0,0,3,50.0,30.419999999999998
13328.0,2.6,32.0,12,5.0,Data Science,Brazil,10.0,Bangladesh,3.0,170,403.8787878787879,0,1,1,2,1,60.0,55.8
31628.0,1.8,73.0,10,1.0,Web Development,Brazil,23.0,Bangladesh,3.7,151,427.4054054054054,4,1,1,1,3,10.0,49.78
1901.0,3.9,81.0,7,8.0,Mobile App,France,82.0,Philippines,3.0,175,23.182926829268293,3,3,6,0,3,56.0,55.8
20143.0,1.6,18.0,9,5.0,Data Science,Brazil,68.0,Ukraine,3.6,318,1060.157894736842,0,1,9,1,3,45.0,99.53999999999999
15693.0,4.4,70.0,1,3.0,Mobile App,Canada,52.0,Ukraine,4.5,144,221.0281690140845,3,2,9,0,0,3.0,45.3
27353.0,3.1,56.0,13,3.0,Mobile App,France,46.0,Canada,3.5,324,479.87719298245617,3,3,2,2,1,39.0,102.5
45364.0,1.4,18.0,15,4.0,Mobile App,USA,70.0,India,3.6,309,2387.5789473684213,3,9,3,1,1,60.0,98.64
20807.0,3.8,87.0,16,7.0,Writing,UK,26.0,Bangladesh,3.5,221,236.4431818181818,5,8,1,0,1,112.0,72.5
37482.0,3.1,154.0,10,5.0,Design,Brazil,70.0,Ukraine,3.1,397,241.81935483870967,1,1,9,2,3,50.0,123.33999999999999
20111.0,3.0,40.0,1,1.0,Mobile App,USA,43.0,Philippines,1.7,14,490.5121951219512,3,9,6,2,0,1.0,5.18
44291.0,2.7,41.0,4,5.0,Writing,Singapore,69.0,Nigeria,2.3,456,1054.547619047619,5,6,4,2,2,20.0,138.92
12450.0,2.2,86.0,15,5.0,Web Development,UK,63.0,Bangladesh,3.8,461,143.10344827586206,4,8,1,2,1,75.0,144.32
11204.0,2.1,51.0,15,6.0,Design,UK,78.0,Philippines,2.7,137,215.46153846153845,1,8,6,2,1,90.0,46.68
43611.0,1.7,3.0,1,7.0,Writing,Germany,66.0,UK,2.6,249,10902.75,5,4,7,1,0,7.0,76.04
12367.0,2.5,3.0,15,5.0,Web Development,France,63.0,Australia,4.0,149,3091.75,4,3,0,2,1,75.0,50.8
3245.0,2.0,4.0,4,2.0,Design,UK,13.0,Ukraine,1.0,350,649.0,1,8,9,1,2,8.0,106.6
4366.0,3.7,40.0,7,2.0,Writing,Australia,51.0,Nigeria,3.7,268,106.48780487804878,5,0,4,0,3,14.0,83.97999999999999
32745.0,3.7,86.0,19,4.0,Web Development,Canada,5.0,Philippines,3.0,80,376.37931034482756,4,2,6,0,1,76.0,30.9
45224.0,3.0,60.0,13,1.0,Writing,India,47.0,India,2.5,64,741.3770491803278,5,5,3,2,1,13.0,24.1
6318.0,4.1,74.0,9,7.0,Web Development,Singapore,36.0,USA,2.4,141,84.24,4,6,8,0,3,63.0,45.959999999999994
49361.0,4.4,54.0,1,1.0,Mobile App,UK,36.0,Nigeria,1.7,299,897.4727272727273,3,8,4,0,0,1.0,90.68
30616.0,3.3,74.0,2,3.0,Mobile App,India,50.0,Pakistan,2.3,422,408.2133333333333,3,5,5,2,0,6.0,128.12
15993.0,3.5,12.0,17,7.0,Design,UAE,56.0,UK,2.6,418,1230.2307692307693,1,7,7,2,1,119.0,131.54
28538.0,2.1,13.0,1,6.0,Web Development,Germany,19.0,Bangladesh,2.7,246,2038.4285714285713,4,4,1,2,0,6.0,75.17999999999999
20947.0,4.6,59.0,8,7.0,Mobile App,Australia,20.0,Bangladesh,3.7,372,349.1166666666667,3,0,1,0,3,56.0,115.47999999999999
30931.0,1.1,71.0,1,5.0,Design,Brazil,22.0,UK,2.8,192,429.59722222222223,1,1,7,1,0,5.0,59.019999999999996
18408.0,2.4,24.0,6,8.0,Data Science,UAE,31.0,Bangladesh,4.2,282,736.32,0,7,1,2,3,48.0,88.08
29836.0,3.9,81.0,6,6.0,Mobile App,Canada,62.0,USA,3.6,253,363.8536585365854,3,2,8,0,3,36.0,79.13999999999999
41492.0,1.3,43.0,13,4.0,Mobile App,Australia,44.0,Australia,1.8,172,943.0,3,0,0,1,1,52.0,56.22
4525.0,1.7,81.0,4,1.0,Marketing,Singapore,68.0,Bangladesh,2.1,312,55.18292682926829,2,6,1,1,2,4.0,95.64
20593.0,3.4,9.0,7,2.0,Writing,India,67.0,UK,1.3,277,2059.3,5,5,7,2,3,14.0,85.72
6655.0,3.2,70.0,17,6.0,Data Science,Germany,89.0,Bangladesh,4.8,289,93.73239436619718,0,4,1,2,1,102.0,93.72
47107.0,4.0,49.0,5,4.0,Web Development,UK,49.0,Nigeria,4.5,392,942.14,4,8,4,0,2,20.0,120.89999999999999
33987.0,4.3,43.0,13,3.0,Design,Singapore,59.0,UK,1.3,305,772.4318181818181,1,6,7,0,1,39.0,95.92
48158.0,1.5,13.0,17,7.0,Data Science,UAE,4.0,Nigeria,3.3,309,3439.8571428571427,0,7,4,1,1,119.0,99.12
21463.0,1.1,14.0,16,7.0,Web Development,France,39.0,USA,4.8,185,1430.8666666666666,4,3,8,1,1,112.0,62.22
21436.0,3.8,15.0,8,2.0,Mobile App,Singapore,7.0,Philippines,4.0,355,1339.75,3,6,6,0,3,16.0,110.5
4926.0,2.2,1.0,12,8.0,Marketing,India,71.0,Pakistan,3.0,495,2463.0,2,5,5,2,1,96.0,153.3
23803.0,3.5,29.0,15,1.0,Design,India,49.0,Pakistan,2.0,223,793.4333333333333,1,5,5,2,1,15.0,72.19999999999999
45780.0,1.6,29.0,9,7.0,Design,Singapore,89.0,UK,2.1,61,1526.0,1,6,7,1,3,63.0,21.84
28106.0,2.9,81.0,9,1.0,Data Science,India,15.0,USA,3.9,421,342.7560975609756,0,5,8,2,3,9.0,130.56
48332.0,3.0,30.0,3,3.0,Writing,Singapore,7.0,Bangladesh,4.1,83,1559.0967741935483,5,6,1,2,2,9.0,27.439999999999998
28651.0,3.3,76.0,11,3.0,Web Development,USA,47.0,Ukraine,3.1,26,372.09090909090907,4,9,9,2,1,33.0,12.34
14267.0,3.1,19.0,7,2.0,Marketing,Brazil,68.0,Ukraine,1.5,380,713.35,2,1,9,2,3,14.0,116.7
11808.0,3.0,48.0,14,5.0,Marketing,Brazil,45.0,UK,4.7,319,240.9795918367347,2,1,7,2,1,70.0,101.78
44745.0,2.3,34.0,18,4.0,Data Science,UAE,19.0,Australia,4.4,130,1278.4285714285713,0,7,0,2,1,72.0,46.16
46171.0,1.3,22.0,14,6.0,Writing,Canada,47.0,Australia,1.6,126,2007.4347826086957,5,2,0,1,1,84.0,42.64
25270.0,1.4,96.0,7,2.0,Writing,UAE,53.0,UK,1.2,10,260.5154639175258,5,7,7,1,3,14.0,5.58
29072.0,2.7,98.0,7,4.0,Writing,India,27.0,Nigeria,3.1,279,293.65656565656565,5,5,4,2,3,28.0,87.04
41948.0,2.4,99.0,18,7.0,Design,UK,5.0,Australia,2.1,284,419.48,1,8,0,2,1,126.0,91.44
2704.0,3.1,60.0,8,1.0,Web Development,Singapore,60.0,Australia,2.1,196,44.32786885245902,4,6,0,2,3,8.0,62.04
27733.0,2.2,83.0,16,3.0,Web Development,Australia,77.0,Australia,1.3,224,330.1547619047619,4,0,0,2,1,48.0,72.52000000000001
22229.0,3.8,54.0,7,1.0,Data Science,France,62.0,India,4.8,263,404.1636363636364,0,3,3,0,3,7.0,82.91999999999999
31631.0,4.5,66.0,11,2.0,Mobile App,UAE,59.0,Bangladesh,4.3,274,472.1044776119403,3,7,1,0,1,22.0,87.22
34370.0,2.2,7.0,14,9.0,Data Science,France,61.0,Ukraine,1.5,67,4296.25,0,3,9,2,1,126.0,24.9
38511.0,1.8,39.0,3,5.0,Web Development,Germany,56.0,Australia,4.5,232,962.775,4,4,0,1,2,15.0,72.3
39882.0,1.5,58.0,5,4.0,Design,France,78.0,Canada,3.7,98,675.9661016949152,1,3,2,1,2,20.0,32.379999999999995
49567.0,3.5,31.0,15,4.0,Data Science,Australia,47.0,USA,2.3,221,1548.96875,0,0,8,2,1,60.0,71.72
41975.0,2.8,92.0,4,8.0,Mobile App,Brazil,48.0,UK,3.0,452,451.3440860215054,3,1,7,2,2,32.0,138.0
47181.0,1.8,6.0,12,3.0,Marketing,USA,10.0,Australia,3.4,123,6740.142857142857,2,9,0,1,1,36.0,41.86
22107.0,3.0,1.0,14,4.0,Data Science,India,32.0,Nigeria,4.4,303,11053.5,0,5,4,2,1,56.0,96.85999999999999
25468.0,1.6,84.0,16,2.0,Writing,UAE,65.0,USA,2.9,423,299.6235294117647,5,7,8,1,1,32.0,132.85999999999999
33898.0,3.2,5.0,19,6.0,Mobile App,Brazil,24.0,Pakistan,3.0,101,5649.666666666667,3,1,5,2,1,114.0,37.199999999999996
12408.0,3.1,91.0,4,9.0,Writing,Germany,29.0,Pakistan,2.2,450,134.8695652173913,5,4,5,2,2,36.0,137.08
26923.0,3.9,35.0,18,4.0,Design,India,7.0,Bangladesh,2.6,399,747.8611111111111,1,5,1,0,1,72.0,126.13999999999999
44115.0,1.2,31.0,6,6.0,Web Development,UK,17.0,Canada,3.3,319,1378.59375,4,8,2,1,3,36.0,98.82000000000001
9671.0,4.6,44.0,2,4.0,Data Science,Brazil,25.0,Bangladesh,4.8,263,214.9111111111111,0,1,1,0,0,8.0,81.41999999999999
13221.0,3.8,41.0,12,2.0,Data Science,India,36.0,Nigeria,3.4,364,314.7857142857143,0,5,4,0,1,24.0,114.16
49929.0,1.9,52.0,13,6.0,Writing,Brazil,61.0,Bangladesh,1.6,388,942.0566037735849,5,1,1,1,1,78.0,120.94
17116.0,3.0,8.0,15,7.0,Writing,Canada,71.0,Canada,1.0,229,1901.7777777777778,5,2,2,2,1,105.0,73.60000000000001
43012.0,2.7,74.0,12,4.0,Web Development,UK,35.0,USA,4.4,122,573.4933333333333,4,8,8,2,1,48.0,41.96
38958.0,4.3,86.0,1,7.0,Data Science,Canada,84.0,UK,2.5,226,447.7931034482759,0,2,7,0,0,7.0,69.1
46669.0,4.4,74.0,13,8.0,Web Development,Australia,78.0,Australia,2.3,455,622.2533333333333,4,0,0,0,1,104.0,141.32
8159.0,3.1,48.0,19,3.0,Writing,UK,50.0,Australia,4.2,227,166.51020408163265,5,8,0,2,1,57.0,75.47999999999999
43869.0,4.4,1.0,6,2.0,Marketing,Australia,56.0,UK,4.8,152,21934.5,2,0,7,0,3,12.0,49.32
12204.0,1.0,66.0,4,5.0,Writing,Australia,65.0,Bangladesh,4.0,308,182.1492537313433,5,0,1,1,2,20.0,95.19999999999999
33293.0,1.1,10.0,13,5.0,Mobile App,Germany,41.0,Pakistan,1.7,304,3026.6363636363635,3,4,5,1,1,65.0,95.78
48652.0,4.6,49.0,8,5.0,Writing,India,25.0,Pakistan,2.6,327,973.04,5,5,5,0,3,40.0,101.53999999999999
46973.0,4.1,34.0,9,6.0,Writing,France,34.0,Canada,4.0,148,1342.0857142857142,5,3,2,0,3,54.0,48.699999999999996
31726.0,2.8,14.0,6,8.0,Marketing,France,8.0,USA,4.6,306,2115.0666666666666,2,3,8,2,3,48.0,95.44
24352.0,4.0,74.0,13,5.0,Web Development,Canada,56.0,Bangladesh,5.0,429,324.6933333333333,4,2,1,0,1,65.0,134.6
32582.0,4.8,30.0,13,4.0,Mobile App,Singapore,84.0,Nigeria,3.0,8,1051.032258064516,3,6,4,0,1,52.0,7.5
23294.0,4.1,91.0,1,3.0,Mobile App,France,30.0,Australia,4.3,319,253.19565217391303,3,3,0,0,0,3.0,97.72
41920.0,4.4,61.0,16,2.0,Data Science,France,68.0,Nigeria,1.2,223,676.1290322580645,0,3,4,0,1,32.0,72.17999999999999
13879.0,4.0,27.0,19,1.0,Marketing,UK,21.0,India,2.1,491,495.67857142857144,2,8,3,0,1,19.0,153.83999999999997
7506.0,1.7,95.0,3,2.0,Design,Brazil,10.0,Philippines,2.5,460,78.1875,1,1,6,1,2,6.0,139.9
9182.0,4.3,24.0,12,2.0,Data Science,Canada,87.0,Canada,4.9,22,367.28,0,2,2,0,1,24.0,12.16
34340.0,1.8,83.0,17,5.0,Data Science,Canada,33.0,Canada,3.0,443,408.8095238095238,0,2,2,1,1,85.0,139.20000000000002
32930.0,4.6,91.0,2,9.0,Data Science,Germany,75.0,Ukraine,2.2,442,357.9347826086956,0,4,9,0,0,18.0,134.07999999999998
23591.0,2.8,24.0,18,1.0,Mobile App,Australia,83.0,USA,4.7,391,943.64,3,0,8,2,1,18.0,124.58
33483.0,3.7,74.0,4,4.0,Web Development,Australia,75.0,Ukraine,2.2,191,446.44,4,0,9,0,2,16.0,59.379999999999995
24489.0,3.0,82.0,0,7.0,Writing,USA,4.0,Ukraine,1.9,226,295.04819277108436,5,9,9,2,0,0.0,68.56
10415.0,1.4,91.0,8,3.0,Mobile App,Germany,23.0,Canada,3.9,53,113.20652173913044,3,4,2,1,3,24.0,19.86
43052.0,2.2,0.0,7,8.0,Writing,UAE,69.0,USA,3.0,91,43052.0,5,7,8,2,3,56.0,30.6
19490.0,3.0,58.0,2,3.0,Writing,UAE,53.0,Nigeria,2.9,14,330.33898305084745,5,7,4,2,0,6.0,5.96
25234.0,4.8,68.0,1,8.0,Design,UAE,5.0,Australia,4.8,307,365.71014492753625,1,7,0,0,0,8.0,94.32
15324.0,2.3,73.0,0,2.0,Data Science,India,18.0,Philippines,1.8,476,207.0810810810811,0,5,6,2,0,0.0,143.51999999999998
36581.0,5.0,41.0,11,5.0,Design,Brazil,17.0,Nigeria,4.7,178,870.9761904761905,1,1,4,0,1,55.0,58.58
11533.0,4.4,33.0,12,4.0,Data Science,Germany,58.0,Canada,4.0,3,339.20588235294116,0,4,2,0,1,48.0,6.1
43236.0,3.4,99.0,9,9.0,Mobile App,India,67.0,India,2.5,417,432.36,3,5,3,2,3,81.0,128.79999999999998
16741.0,1.2,65.0,16,3.0,Writing,Australia,72.0,Bangladesh,4.2,100,253.65151515151516,5,0,1,1,1,48.0,36.480000000000004
6439.0,4.6,17.0,10,5.0,Design,Australia,56.0,Canada,1.5,407,357.72222222222223,1,0,2,0,3,50.0,125.69999999999999
47964.0,3.2,76.0,4,9.0,Marketing,Australia,40.0,India,1.5,404,622.9090909090909,2,0,3,2,2,36.0,122.99999999999999
48062.0,4.5,4.0,8,6.0,Mobile App,Australia,87.0,UK,4.7,129,9612.4,3,0,7,0,3,48.0,42.98
35563.0,4.3,19.0,12,2.0,Mobile App,Germany,87.0,Australia,1.4,6,1778.15,3,4,0,0,1,24.0,5.959999999999999
34964.0,4.3,65.0,19,1.0,Marketing,Germany,2.0,UK,1.0,183,529.7575757575758,2,4,7,0,1,19.0,61.0
11685.0,3.8,74.0,10,1.0,Data Science,India,21.0,Canada,2.6,330,155.8,0,5,2,0,3,10.0,103.04
27545.0,2.2,61.0,3,7.0,Writing,Singapore,52.0,India,1.4,331,444.2741935483871,5,6,3,2,2,21.0,100.75999999999999
45269.0,2.3,93.0,10,2.0,Data Science,UAE,24.0,Nigeria,4.5,451,481.5851063829787,0,7,4,2,3,20.0,140.1
47618.0,2.2,95.0,8,7.0,Data Science,Brazil,53.0,Canada,4.7,34,496.0208333333333,0,1,2,2,3,56.0,14.48
19667.0,1.1,31.0,6,1.0,Mobile App,Germany,38.0,Bangladesh,2.9,231,614.59375,3,4,1,1,3,6.0,72.25999999999999
36912.0,3.3,57.0,15,4.0,Data Science,Singapore,20.0,Pakistan,2.7,153,636.4137931034483,0,6,5,2,1,60.0,51.48
22125.0,3.8,49.0,4,4.0,Web Development,India,50.0,Australia,3.2,401,442.5,4,5,0,0,2,16.0,122.78
39688.0,4.4,37.0,5,5.0,Marketing,Brazil,39.0,Australia,1.9,63,1044.421052631579,2,1,0,0,2,25.0,21.159999999999997
27576.0,1.6,54.0,18,1.0,Marketing,Australia,60.0,Bangladesh,2.2,246,501.3818181818182,2,0,1,1,1,18.0,80.08
45105.0,3.2,27.0,0,7.0,Writing,Germany,39.0,Bangladesh,1.4,377,1610.892857142857,5,4,1,2,0,0.0,113.66
19529.0,1.0,73.0,15,2.0,Marketing,Australia,71.0,India,2.8,55,263.9054054054054,2,0,3,1,1,30.0,22.12
23473.0,1.4,85.0,17,2.0,Data Science,UAE,33.0,Philippines,3.4,228,272.9418604651163,0,7,6,1,1,34.0,74.85999999999999
39621.0,1.2,80.0,12,8.0,Data Science,France,29.0,Australia,4.7,463,489.14814814814815,0,3,0,1,1,96.0,144.38
31933.0,3.9,21.0,0,9.0,Design,India,74.0,Ukraine,4.0,310,1451.5,1,5,9,0,0,0.0,94.6
43809.0,1.3,42.0,9,6.0,Writing,Brazil,10.0,Nigeria,3.9,395,1018.8139534883721,5,1,4,1,3,54.0,122.76
2432.0,3.9,82.0,6,1.0,Writing,Germany,76.0,Nigeria,2.2,488,29.301204819277107,5,4,4,0,3,6.0,149.08
44754.0,2.0,80.0,4,1.0,Marketing,France,67.0,Nigeria,4.6,252,552.5185185185185,2,3,4,1,2,4.0,78.64
2257.0,4.5,87.0,12,7.0,Data Science,UK,3.0,UK,4.8,487,25.647727272727273,0,8,7,0,1,84.0,151.62
31222.0,4.3,35.0,15,8.0,Web Development,Singapore,77.0,Canada,4.7,292,867.2777777777778,4,6,2,0,1,120.0,93.97999999999999
38353.0,4.8,95.0,19,3.0,Design,France,31.0,India,1.2,51,399.5104166666667,1,3,3,0,1,57.0,21.479999999999997
38905.0,4.5,51.0,13,9.0,Web Development,UAE,27.0,USA,3.4,402,748.1730769230769,4,7,8,0,1,117.0,125.86
1616.0,4.7,35.0,10,4.0,Data Science,India,70.0,Australia,3.6,14,44.888888888888886,0,5,0,0,3,40.0,8.64
44027.0,3.0,27.0,18,4.0,Writing,Canada,27.0,India,2.2,382,1572.392857142857,5,2,3,2,1,72.0,120.88
12191.0,3.8,77.0,1,3.0,Writing,UK,9.0,Nigeria,5.0,341,156.2948717948718,5,8,4,0,0,3.0,104.6
992.0,1.7,57.0,7,8.0,Web Development,UK,6.0,Ukraine,2.2,339,17.103448275862068,4,8,9,1,3,56.0,104.68
74910.125,2.1,35.0,12,9.0,Mobile App,Canada,6.0,USA,1.9,362,2080.8368055555557,3,2,8,2,1,108.0,112.96
9311.0,1.9,69.0,6,1.0,Data Science,USA,26.0,Canada,2.9,179,133.0142857142857,0,9,2,1,3,6.0,56.66
28308.0,3.4,8.0,11,2.0,Writing,USA,43.0,Canada,2.3,76,3145.3333333333335,5,9,2,2,1,22.0,27.02
24772.0,3.0,20.0,7,1.0,Marketing,France,19.0,Pakistan,4.7,214,1179.6190476190477,2,3,5,2,3,7.0,68.18
28899.0,4.5,63.0,15,4.0,Mobile App,Brazil,16.0,Australia,2.8,222,451.546875,3,1,0,0,1,60.0,72.22
6974.0,4.8,75.0,17,7.0,Writing,UAE,23.0,Australia,2.6,153,91.76315789473684,5,7,0,0,1,119.0,52.04
27456.0,2.6,60.0,18,7.0,Marketing,Germany,75.0,USA,3.5,44,450.0983606557377,2,4,8,2,1,126.0,20.0
47653.0,3.0,93.0,3,6.0,Writing,France,80.0,Bangladesh,1.3,351,506.9468085106383,5,3,1,2,2,18.0,106.72
43006.0,4.9,94.0,11,5.0,Mobile App,USA,29.0,Australia,4.0,20,452.69473684210527,3,9,0,0,1,55.0,10.9
14479.0,2.1,39.0,15,4.0,Web Development,USA,38.0,USA,4.1,80,361.975,4,9,8,2,1,60.0,30.14
45023.0,4.2,55.0,16,8.0,Data Science,Singapore,59.0,India,2.9,476,803.9821428571429,0,6,3,0,1,128.0,148.76
43065.0,1.9,3.0,3,7.0,Mobile App,India,48.0,Canada,4.8,52,10766.25,3,5,2,1,2,21.0,18.419999999999998
28828.0,3.7,30.0,19,1.0,Mobile App,France,20.0,Bangladesh,3.3,156,929.9354838709677,3,3,1,0,1,19.0,53.82
47875.0,2.0,26.0,8,6.0,Writing,Germany,46.0,India,3.8,431,1773.148148148148,5,4,3,1,3,48.0,133.21999999999997
13367.0,4.5,57.0,4,2.0,Marketing,Australia,28.0,Canada,4.7,469,230.4655172413793,2,0,2,0,2,8.0,143.78
26351.0,3.2,24.0,16,4.0,Mobile App,USA,50.0,India,3.7,368,1054.04,3,9,3,2,1,64.0,116.67999999999999
31779.0,1.7,68.0,16,5.0,Data Science,Australia,33.0,Australia,2.7,146,460.5652173913044,0,0,0,1,1,80.0,49.68
31027.0,1.9,69.0,1,8.0,Web Development,Brazil,40.0,Nigeria,1.1,181,443.24285714285713,4,1,4,1,0,8.0,55.04
8366.0,3.0,4.0,1,6.0,Marketing,Brazil,54.0,Pakistan,3.9,77,1673.2,2,1,5,2,0,6.0,24.959999999999997
15949.0,4.8,90.0,6,2.0,Web Development,UAE,10.0,Bangladesh,4.9,382,175.26373626373626,4,7,1,0,3,12.0,118.36
11185.0,4.1,7.0,3,5.0,Web Development,USA,34.0,UK,2.9,118,1398.125,4,9,7,0,2,15.0,37.46
24044.0,3.0,8.0,12,5.0,Data Science,UK,73.0,USA,2.4,358,2671.5555555555557,0,8,8,2,1,60.0,111.96
5951.0,2.4,14.0,19,6.0,Writing,UAE,36.0,USA,3.1,342,396.73333333333335,5,7,8,2,1,114.0,109.53999999999999
22142.0,3.0,99.0,10,1.0,Marketing,UK,75.0,USA,3.9,104,221.42,2,8,8,2,3,10.0,35.76
41816.0,4.0,6.0,2,8.0,Marketing,Brazil,74.0,Nigeria,1.0,1,5973.714285714285,2,1,4,0,0,16.0,1.3
40454.0,4.1,95.0,1,3.0,Data Science,Singapore,7.0,India,4.5,114,421.3958333333333,0,6,3,0,0,3.0,36.3
39370.0,2.3,71.0,15,5.0,Marketing,Canada,16.0,Australia,4.5,31,546.8055555555555,2,2,0,2,1,75.0,15.599999999999998
31530.0,3.9,14.0,2,7.0,Mobile App,Canada,51.0,Bangladesh,3.2,357,2102.0,3,2,1,0,0,14.0,108.97999999999999
31373.0,3.6,36.0,14,3.0,Design,Germany,61.0,India,1.5,61,847.918918918919,1,4,3,0,1,42.0,23.1
1119.0,4.8,82.0,16,6.0,Design,Canada,31.0,Nigeria,3.7,96,13.481927710843374,1,2,4,0,1,96.0,35.08
34150.0,4.7,38.0,15,5.0,Design,Singapore,32.0,Canada,1.6,377,875.6410256410256,1,6,2,0,1,75.0,118.24
25872.0,4.2,5.0,19,7.0,Web Development,UAE,45.0,Canada,3.0,134,4312.0,4,7,2,0,1,133.0,47.099999999999994
4142.0,3.0,82.0,6,3.0,Marketing,Australia,76.0,UK,3.0,495,49.903614457831324,2,0,7,2,3,18.0,151.5
28501.0,2.1,56.0,15,5.0,Data Science,Germany,27.0,Ukraine,3.4,97,500.0175438596491,0,4,9,2,1,75.0,34.96
34564.0,4.4,91.0,4,4.0,Marketing,UAE,22.0,Philippines,2.3,451,375.69565217391306,2,7,6,0,2,16.0,137.42
29790.0,2.7,80.0,1,3.0,Data Science,Australia,15.0,UK,4.3,214,367.77777777777777,0,0,7,2,0,3.0,66.22
14622.0,2.1,18.0,0,4.0,Marketing,India,8.0,Australia,4.2,83,769.578947368421,2,5,0,2,0,0.0,26.58
25320.0,2.5,62.0,12,7.0,Web Development,France,68.0,Philippines,5.0,405,401.9047619047619,4,3,6,2,1,84.0,127.1
3395.0,4.3,30.0,15,5.0,Mobile App,UAE,8.0,USA,2.0,493,109.51612903225806,3,7,8,0,1,75.0,153.20000000000002
5866.0,1.6,74.0,4,4.0,Design,France,87.0,USA,1.2,156,78.21333333333334,1,3,8,1,2,16.0,48.48
9211.0,2.8,78.0,2,6.0,Design,UAE,16.0,Ukraine,2.8,106,116.59493670886076,1,7,9,2,0,12.0,33.519999999999996
20096.0,3.0,9.0,14,7.0,Marketing,Australia,48.0,Pakistan,1.3,488,2009.6,2,0,5,2,1,98.0,151.12
19293.0,1.1,86.0,15,5.0,Web Development,USA,34.0,UK,1.7,356,221.75862068965517,4,9,7,1,1,75.0,111.97999999999999
8699.0,1.8,66.0,10,7.0,Design,Germany,86.0,Bangladesh,3.4,130,129.83582089552237,1,4,1,1,3,70.0,43.36
11217.0,4.3,61.0,18,3.0,Marketing,India,87.0,Bangladesh,3.4,21,180.91935483870967,2,5,1,0,1,54.0,13.059999999999999
36691.0,4.3,2.0,17,7.0,Writing,Australia,57.0,USA,1.2,83,12230.333333333334,5,0,8,0,1,119.0,30.479999999999997
10711.0,2.2,17.0,8,3.0,Marketing,UK,5.0,Canada,2.8,88,595.0555555555555,2,8,2,2,3,24.0,29.919999999999998
46050.0,4.5,24.0,7,6.0,Data Science,USA,44.0,Australia,3.1,225,1842.0,0,9,0,0,3,42.0,70.84
23860.0,4.1,19.0,18,8.0,Design,Singapore,71.0,India,2.1,105,1193.0,1,6,3,0,1,144.0,37.74
22042.0,3.0,57.0,4,6.0,Design,UK,37.0,Bangladesh,4.5,436,380.0344827586207,1,8,1,2,2,24.0,133.79999999999998
31812.0,4.0,92.0,16,3.0,Writing,Singapore,28.0,Canada,1.6,348,342.06451612903226,5,6,2,0,1,48.0,109.83999999999999
45742.0,4.8,85.0,4,5.0,Mobile App,Germany,68.0,India,2.0,440,531.8837209302326,3,4,3,0,2,20.0,134.0
36935.0,2.8,49.0,13,9.0,Marketing,Germany,38.0,Philippines,1.6,393,738.7,2,4,6,2,1,117.0,122.44
28747.0,2.0,78.0,6,8.0,Mobile App,UK,46.0,Nigeria,1.5,358,363.88607594936707,3,8,4,1,3,48.0,109.8
22857.0,4.8,9.0,8,6.0,Marketing,Germany,73.0,India,4.5,494,2285.7,2,4,3,0,3,48.0,152.39999999999998
41545.0,3.4,20.0,16,5.0,Writing,Canada,26.0,Australia,2.1,100,1978.3333333333333,5,2,0,2,1,80.0,35.64
28191.0,1.4,28.0,2,2.0,Mobile App,France,75.0,Bangladesh,3.9,295,972.1034482758621,3,3,1,1,0,4.0,90.66
